,Date,Time,Bus,Count,On off,Latitude,Longitude,Route,Stop
323739,11/1/2018,20:22:34,2402,7,on,35.30874634,-80.72506714,Silver,Lot 6
323743,11/1/2018,20:23:54,2402,3,off,35.30720139,-80.72523499,Silver,Lot 5A
323744,11/1/2018,20:23:56,2402,5,on,35.30720139,-80.72523499,Silver,Lot 5A
323756,11/1/2018,20:26:26,2402,12,off,35.30757904,-80.72933197,Silver,Fretwell N
323762,11/1/2018,20:28:53,2402,3,on,35.30816269,-80.73020935,Silver,Aux Services West
323783,11/1/2018,20:33:15,2402,1,on,35.30936813,-80.74130249,Silver,Athletics Complex W
323786,11/1/2018,20:33:25,2402,2,off,35.30936813,-80.74130249,Silver,Athletics Complex W
323796,11/1/2018,20:36:17,2402,2,off,35.31108093,-80.74308777,Silver,Portal W
323802,11/1/2018,20:37:49,2402,8,on,35.30938721,-80.74411774,Silver,CRI Deck
323819,11/1/2018,20:41:51,2402,1,on,35.31235504,-80.741745,Silver,Duke Centennial Hall East
323830,11/1/2018,20:43:49,2402,3,on,35.30989838,-80.74185181,Silver,EPIC N
323836,11/1/2018,20:46:17,2402,2,on,35.30795288,-80.73474884,Silver,Woodward Hall East
323840,11/1/2018,20:47:19,2402,2,off,35.30806351,-80.73271942,Silver,Student Union E
323843,11/1/2018,20:47:51,2402,5,on,35.30806351,-80.73271942,Silver,Student Union E
323847,11/1/2018,20:49:07,2402,9,off,35.30804443,-80.73041534,Silver,Aux Services East
323849,11/1/2018,20:50:41,2402,2,off,35.31092072,-80.72930145,Silver,Student Health N
323855,11/1/2018,20:51:59,2402,1,on,35.31032181,-80.72667694,Silver,Martin Hall
323856,11/1/2018,20:52:01,2402,3,off,35.31032181,-80.72667694,Silver,Martin Hall
323863,11/1/2018,20:53:09,2402,3,off,35.30877686,-80.72505951,Silver,Lot 6
323869,11/1/2018,20:54:33,2402,3,on,35.30716324,-80.72525787,Silver,Lot 5A
323873,11/1/2018,20:56:41,2402,4,off,35.30759811,-80.72930908,Silver,Fretwell N
323879,11/1/2018,20:58:57,2402,7,on,35.3081665,-80.73271942,Silver,Student Union W
323893,11/1/2018,21:03:14,2402,1,off,35.31094742,-80.74150085,Silver,Grigg Hall W
323900,11/1/2018,21:05:42,2402,3,off,35.31112671,-80.74308014,Silver,Portal W
323905,11/1/2018,21:07:02,2402,1,off,35.30942535,-80.74408722,Silver,CRI Deck
323907,11/1/2018,21:07:22,2402,4,on,35.30942535,-80.74408722,Silver,CRI Deck
323938,11/1/2018,21:16:12,2402,1,off,35.30796051,-80.73479462,Silver,Woodward Hall East
323939,11/1/2018,21:16:14,2402,1,on,35.30796051,-80.73479462,Silver,Woodward Hall East
323942,11/1/2018,21:17:16,2402,5,on,35.30805588,-80.73275757,Silver,Student Union E
323947,11/1/2018,21:18:28,2402,1,on,35.30805588,-80.73275757,Silver,Student Union E
323950,11/1/2018,21:19:50,2402,3,on,35.30805206,-80.73041534,Silver,Aux Services East
323952,11/1/2018,21:21:32,2402,1,off,35.31082535,-80.72930145,Silver,Student Health N
323956,11/1/2018,21:22:40,2402,4,on,35.31030273,-80.72666931,Silver,Martin Hall
323957,11/1/2018,21:22:44,2402,5,off,35.31030273,-80.72666931,Silver,Martin Hall
323963,11/1/2018,21:24:00,2402,6,off,35.30876923,-80.72505188,Silver,Lot 6
323970,11/1/2018,21:25:38,2402,3,off,35.30720902,-80.72525024,Silver,Lot 5A
323971,11/1/2018,21:25:40,2402,1,on,35.30720902,-80.72525024,Silver,Lot 5A
323976,11/1/2018,21:27:58,2402,1,off,35.30762482,-80.72935486,Silver,Fretwell N
323986,11/1/2018,21:30:00,2402,4,off,35.30816269,-80.73265839,Silver,Student Union W
324006,11/1/2018,21:35:12,2402,1,on,35.30937576,-80.7413559,Silver,Athletics Complex W
324027,11/1/2018,21:43:55,2402,1,on,35.31235123,-80.74173737,Silver,Duke Centennial Hall East
324041,11/1/2018,21:48:57,2402,1,on,35.30807877,-80.73272705,Silver,Student Union E
324043,11/1/2018,21:51:11,2402,1,on,35.31071854,-80.72930145,Silver,Student Health N
324047,11/1/2018,21:52:23,2402,1,on,35.31028748,-80.72666168,Silver,Martin Hall
324049,11/1/2018,21:52:27,2402,1,off,35.31028748,-80.72666168,Silver,Martin Hall
324052,11/1/2018,21:53:25,2402,1,off,35.30879593,-80.72504425,Silver,Lot 6
324056,11/1/2018,21:54:47,2402,1,on,35.30719757,-80.72525787,Silver,Lot 5A
324057,11/1/2018,21:54:51,2402,2,off,35.30719757,-80.72525787,Silver,Lot 5A
324064,11/1/2018,21:56:43,2402,1,off,35.30757904,-80.72933197,Silver,Fretwell N
324070,11/1/2018,21:58:13,2402,1,off,35.30814743,-80.73266602,Silver,Student Union W
324074,11/1/2018,21:58:23,2402,1,on,35.30814743,-80.73266602,Silver,Student Union W
