Date,Time,Bus,Count,On off,Latitude,Longitude,Route,Stop
11/13/2019,13:32:38,2410,1,on,35.307571411,-80.729270935,Silver,Fretwell N
11/13/2019,13:32:45,2412,2,off,35.308052063,-80.732757568,Green,Student Union E
11/13/2019,13:32:50,2403,1,off,35.301700592,-80.732650757,Gold,Levine Hall W
11/13/2019,13:32:53,2412,9,on,35.308052063,-80.732765198,Green,Student Union E
11/13/2019,13:33:00,2411,2,off,35.308013916,-80.732711792,Silver,Student Union W
11/13/2019,13:33:12,2411,8,on,35.308010101,-80.732711792,Silver,Student Union W
11/13/2019,13:33:19,2402,2,on,35.310504913,-80.729034424,Silver,CRI Deck
11/13/2019,13:33:21,2402,5,off,35.310504913,-80.729034424,Silver,CRI Deck
11/13/2019,13:33:26,2407,4,off,35.309432983,-80.744110107,Silver,CRI Deck
11/13/2019,13:33:28,2407,2,on,35.309432983,-80.744110107,Silver,CRI Deck
11/13/2019,13:33:32,2401,4,off,35.310546875,-80.729278564,Green,Student Health N
11/13/2019,13:33:44,2403,1,on,35.301273346,-80.735641479,Gold,Hunt Hall
11/13/2019,13:33:50,2403,3,off,35.301269531,-80.735618591,Gold,Hunt Hall
11/13/2019,13:33:50,2409,3,off,35.313041687,-80.741470337,Silver,Grigg Hall E
11/13/2019,13:34:05,2406,3,on,35.301151276,-80.735839844,Green,South Village Deck
11/13/2019,13:34:56,2408,2,off,35.309520721,-80.736434937,Gold,Union Deck/Belk N
11/13/2019,13:34:56,2409,1,off,35.311084747,-80.742973328,Silver,Grigg Hall E
11/13/2019,13:35:00,2410,3,off,35.308200836,-80.732620239,Silver,Student Union W
11/13/2019,13:35:07,2402,6,on,35.312503815,-80.728401184,Silver,CRI Deck
11/13/2019,13:35:13,2402,10,off,35.312213898,-80.728210449,Silver,CRI Deck
11/13/2019,13:35:16,2410,4,on,35.308204651,-80.732627869,Silver,Student Union W
11/13/2019,13:35:47,2412,2,off,35.307006836,-80.729568481,Green,Fretwell S
11/13/2019,13:35:49,2412,1,on,35.307006836,-80.729568481,Green,Fretwell S
11/13/2019,13:35:51,2406,2,off,35.302143097,-80.732788086,Green,Levine Hall E
11/13/2019,13:35:54,2401,5,on,35.313545227,-80.731910706,Green,North Deck
11/13/2019,13:36:18,2409,3,off,35.30966568,-80.744155884,Silver,Grigg Hall E
11/13/2019,13:36:33,2402,3,on,35.308986664,-80.725189209,Silver,CRI Deck
11/13/2019,13:36:35,2402,6,off,35.308753967,-80.725028992,Silver,CRI Deck
11/13/2019,13:36:42,2407,6,on,35.3123703,-80.741744995,Silver,Duke Centennial Hall East
11/13/2019,13:36:54,2408,1,off,35.311721802,-80.733078003,Gold,Wallis Hall E/Light Rail
11/13/2019,13:36:59,2406,4,off,35.303409576,-80.729515076,Green,Robinson Hall N
11/13/2019,13:37:14,2411,3,off,35.309356689,-80.741355896,Silver,EPIC S
11/13/2019,13:37:26,2408,2,on,35.311721802,-80.733078003,Gold,Wallis Hall E/Light Rail
11/13/2019,13:37:31,2412,1,on,35.305088043,-80.728210449,Green,Cato Hall S
11/13/2019,13:38:01,2406,1,on,35.305366516,-80.728401184,Green,Cato Hall N
11/13/2019,13:38:14,2407,5,on,35.311012268,-80.741455078,Silver,Grigg Hall E
11/13/2019,13:38:26,2411,3,off,35.310913086,-80.741539001,Silver,Grigg Hall W
11/13/2019,13:38:37,2402,7,off,35.305896759,-80.724861145,Silver,CRI Deck
11/13/2019,13:38:39,2412,4,off,35.303455353,-80.729499817,Green,Robinson Hall S
11/13/2019,13:38:43,2402,8,on,35.305923462,-80.724853516,Silver,CRI Deck
11/13/2019,13:38:50,2401,1,off,35.311962128,-80.733360291,Green,Wallis Hall W/Light Rail
11/13/2019,13:38:52,2401,3,on,35.311962128,-80.733360291,Green,Wallis Hall W/Light Rail
11/13/2019,13:38:55,2407,4,on,35.30991745,-80.741897583,Silver,EPIC N
11/13/2019,13:39:21,2406,1,off,35.307601929,-80.729385376,Green,Fretwell N
11/13/2019,13:39:27,2406,3,on,35.307605743,-80.729385376,Green,Fretwell N
11/13/2019,13:39:50,2409,1,on,35.309822083,-80.744972229,Silver,Grigg Hall E
11/13/2019,13:39:52,2411,3,off,35.312789917,-80.740997314,Silver,Motor Sports
11/13/2019,13:39:58,2410,3,off,35.309352875,-80.74130249,Silver,EPIC S
11/13/2019,13:40:55,2401,4,on,35.310211182,-80.736183167,Green,Belk Hall S
11/13/2019,13:40:56,2412,2,on,35.304416656,-80.732696533,Green,Reese East
11/13/2019,13:41:13,2402,1,on,35.307754517,-80.729576111,Silver,Lot 5A
11/13/2019,13:41:15,2402,4,off,35.307754517,-80.729576111,Silver,Lot 5A
11/13/2019,13:41:41,2407,2,on,35.307949066,-80.734695435,Silver,Woodward Hall East
11/13/2019,13:41:42,2409,3,on,35.312301636,-80.741691589,Silver,Grigg Hall E
11/13/2019,13:41:43,2407,4,off,35.307945251,-80.734695435,Silver,Woodward Hall East
11/13/2019,13:41:52,2412,1,off,35.304290771,-80.735038757,Green,Cone Deck W
11/13/2019,13:42:02,2403,1,off,35.308578491,-80.733581543,Gold,Reese East
11/13/2019,13:42:14,2403,3,on,35.309013367,-80.734420776,Gold,Reese East
11/13/2019,13:42:41,2407,5,off,35.308113098,-80.732810974,Silver,Student Union E
11/13/2019,13:42:47,2407,6,on,35.308113098,-80.732810974,Silver,Student Union E
11/13/2019,13:42:53,2402,11,off,35.310497284,-80.736335754,Silver,Lot 5A
11/13/2019,13:43:03,2401,1,on,35.307949066,-80.734840393,Green,Woodward Hall East
11/13/2019,13:43:05,2401,3,off,35.307949066,-80.734840393,Green,Woodward Hall East
11/13/2019,13:43:26,2410,1,off,35.311096191,-80.743164063,Silver,Portal W
11/13/2019,13:43:35,2402,23,on,35.310016632,-80.735061646,Silver,Lot 5A
11/13/2019,13:43:40,2408,1,on,35.301959991,-80.733055115,Gold,Levine Hall W
11/13/2019,13:43:48,2409,3,on,35.309844971,-80.741706848,Silver,EPIC N
11/13/2019,13:44:13,2406,1,off,35.313453674,-80.731910706,Green,North Deck
11/13/2019,13:44:15,2407,5,off,35.308071136,-80.730484009,Silver,Aux Services East
11/13/2019,13:44:17,2407,3,on,35.308063507,-80.730476379,Silver,Aux Services East
11/13/2019,13:44:19,2406,4,on,35.31357193,-80.731956482,Green,North Deck
11/13/2019,13:44:26,2411,3,on,35.309429169,-80.74394989,Silver,CRI Deck
11/13/2019,13:44:32,2403,1,off,35.3097229,-80.737060547,Gold,Reese East
11/13/2019,13:44:33,2401,8,off,35.308048248,-80.732704163,Green,Student Union E
11/13/2019,13:44:37,2401,9,on,35.308048248,-80.732704163,Green,Student Union E
11/13/2019,13:44:50,2408,2,off,35.301204681,-80.735679626,Gold,Hunt Hall
11/13/2019,13:44:56,2410,1,off,35.309356689,-80.744186401,Silver,CRI Deck
11/13/2019,13:45:16,2412,6,off,35.301143646,-80.735794067,Green,South Village Deck
11/13/2019,13:45:20,2412,8,on,35.301147461,-80.735794067,Green,South Village Deck
11/13/2019,13:45:50,2408,7,on,35.301200867,-80.735679626,Gold,Hunt Hall
11/13/2019,13:45:51,2407,1,on,35.310680389,-80.729316711,Silver,Student Health N
11/13/2019,13:45:53,2407,1,off,35.310688019,-80.729316711,Silver,Student Health N
11/13/2019,13:46:06,2403,2,off,35.311859131,-80.733314514,Gold,Reese East
11/13/2019,13:46:09,2401,2,off,35.307994843,-80.730384827,Green,Aux Services East
11/13/2019,13:46:28,2409,2,on,35.308307648,-80.735366821,Silver,Athletics Complex E
11/13/2019,13:46:30,2409,2,off,35.308307648,-80.735366821,Silver,Athletics Complex E
11/13/2019,13:46:39,2401,2,on,35.307987213,-80.730384827,Green,Aux Services East
11/13/2019,13:46:46,2411,3,on,35.31161499,-80.742385864,Silver,PORTAL East
11/13/2019,13:46:52,2403,1,on,35.31186676,-80.733337402,Gold,Reese East
11/13/2019,13:46:52,2412,3,off,35.302150726,-80.73286438,Green,Levine Hall E
11/13/2019,13:46:54,2412,2,on,35.302139282,-80.732872009,Green,Levine Hall E
11/13/2019,13:46:55,2402,9,off,35.310653687,-80.740905762,Silver,Lot 5A
11/13/2019,13:47:01,2407,4,off,35.310272217,-80.726661682,Silver,Martin Hall
11/13/2019,13:47:07,2407,5,on,35.310272217,-80.726661682,Silver,Martin Hall
11/13/2019,13:47:24,2406,2,off,35.31193161,-80.733398438,Green,Wallis Hall W/Light Rail
11/13/2019,13:47:26,2406,4,on,35.31193161,-80.733398438,Green,Wallis Hall W/Light Rail
11/13/2019,13:47:48,2411,11,on,35.312381744,-80.741783142,Silver,Duke Centennial Hall East
11/13/2019,13:47:56,2409,3,off,35.308319092,-80.733413696,Silver,Athletics Complex E
11/13/2019,13:48:04,2409,6,on,35.308315277,-80.733345032,Silver,Athletics Complex E
11/13/2019,13:48:07,2402,1,off,35.312843323,-80.740943909,Silver,Lot 5A
11/13/2019,13:48:11,2401,1,on,35.306941986,-80.729522705,Green,Fretwell S
11/13/2019,13:48:11,2407,5,off,35.308792114,-80.72504425,Silver,Lot 6
11/13/2019,13:48:13,2401,3,off,35.306941986,-80.729530334,Green,Fretwell S
11/13/2019,13:48:19,2407,8,on,35.3087883,-80.72504425,Silver,Lot 6
11/13/2019,13:48:32,2412,2,on,35.303371429,-80.729598999,Green,Robinson Hall N
11/13/2019,13:48:38,2408,2,off,35.30424118,-80.734962463,Gold,Cone Deck East
11/13/2019,13:48:46,2406,1,off,35.310276031,-80.736083984,Green,Belk Hall S
11/13/2019,13:48:48,2406,3,on,35.310283661,-80.736053467,Green,Belk Hall S
11/13/2019,13:49:23,2409,2,off,35.308151245,-80.730628967,Silver,Athletics Complex E
11/13/2019,13:49:25,2407,2,on,35.307231903,-80.725273132,Silver,Lot 5A
11/13/2019,13:49:26,2408,4,off,35.304332733,-80.732810974,Gold,Reese East
11/13/2019,13:49:27,2407,5,off,35.307231903,-80.725273132,Silver,Lot 5A
11/13/2019,13:49:30,2409,5,on,35.308158875,-80.730636597,Silver,Athletics Complex E
11/13/2019,13:49:33,2410,1,on,35.309394836,-80.744026184,Silver,CRI Deck
11/13/2019,13:49:44,2412,2,off,35.305114746,-80.728294373,Green,Cato Hall N
11/13/2019,13:49:48,2408,1,on,35.304336548,-80.732810974,Gold,Reese East
11/13/2019,13:49:52,2403,1,on,35.30916214,-80.729606628,Gold,Reese East
11/13/2019,13:50:07,2407,2,on,35.306369781,-80.726890564,Silver,East Deck 2
11/13/2019,13:50:10,2406,2,off,35.307975769,-80.734771729,Green,Woodward Hall East
11/13/2019,13:50:35,2410,1,off,35.309410095,-80.744033813,Silver,CRI Deck
11/13/2019,13:50:41,2402,16,off,35.309902191,-80.745605469,Silver,Lot 5A
11/13/2019,13:50:43,2402,1,on,35.309799194,-80.745368958,Silver,Lot 5A
11/13/2019,13:50:58,2403,1,off,35.306926727,-80.729667664,Gold,Reese East
11/13/2019,13:51:10,2411,2,off,35.307388306,-80.739830017,Silver,Athletics Complex E
11/13/2019,13:51:20,2406,3,off,35.307941437,-80.732582092,Green,Student Union E
11/13/2019,13:51:21,2401,7,off,35.30348587,-80.729530334,Green,Robinson Hall S
11/13/2019,13:51:21,2409,4,off,35.310855865,-80.729225159,Silver,Athletics Complex E
11/13/2019,13:51:34,2406,4,on,35.307888031,-80.732452393,Green,Student Union E
11/13/2019,13:51:37,2407,2,on,35.30758667,-80.729293823,Silver,Fretwell N
11/13/2019,13:51:39,2407,5,off,35.30758667,-80.729293823,Silver,Fretwell N
11/13/2019,13:52:19,2402,1,off,35.309574127,-80.744300842,Silver,Lot 5A
11/13/2019,13:52:24,2406,2,off,35.307987213,-80.730308533,Green,Aux Services East
11/13/2019,13:52:36,2412,3,on,35.307617188,-80.729278564,Green,Fretwell N
11/13/2019,13:52:38,2412,2,off,35.307617188,-80.729278564,Green,Fretwell N
11/13/2019,13:52:50,2409,3,on,35.310558319,-80.727180481,Silver,Athletics Complex E
11/13/2019,13:52:51,2409,5,off,35.310569763,-80.72718811,Silver,Athletics Complex E
11/13/2019,13:52:54,2411,1,off,35.307994843,-80.734809875,Silver,Woodward Hall East
11/13/2019,13:52:56,2411,2,on,35.307994843,-80.734809875,Silver,Woodward Hall East
11/13/2019,13:53:03,2407,9,off,35.308082581,-80.732643127,Silver,Student Union W
11/13/2019,13:53:24,2406,2,off,35.306911469,-80.729560852,Green,Fretwell S
11/13/2019,13:53:26,2406,3,on,35.30689621,-80.72959137,Green,Fretwell S
11/13/2019,13:53:27,2410,2,on,35.311004639,-80.741470337,Silver,Grigg Hall E
11/13/2019,13:53:35,2401,4,off,35.304439545,-80.732833862,Green,Reese East
11/13/2019,13:53:56,2408,1,off,35.307559967,-80.729309082,Gold,Fretwell N
11/13/2019,13:53:59,2410,1,on,35.309864044,-80.741874695,Silver,EPIC N
11/13/2019,13:54:18,2411,4,off,35.308048248,-80.732658386,Silver,Student Union E
11/13/2019,13:54:20,2411,4,on,35.308048248,-80.732658386,Silver,Student Union E
11/13/2019,13:54:21,2409,3,off,35.30904007,-80.725799561,Silver,Athletics Complex E
11/13/2019,13:54:25,2407,43,on,35.308082581,-80.732666016,Silver,Student Union W
11/13/2019,13:54:30,2406,2,off,35.305038452,-80.728233337,Green,Cato Hall S
11/13/2019,13:54:33,2401,1,off,35.304264069,-80.735160828,Green,Cone Deck W
11/13/2019,13:54:41,2409,6,on,35.309066772,-80.725746155,Silver,Athletics Complex E
11/13/2019,13:55:04,2412,1,off,35.311698914,-80.73046875,Green,Student Health (Green) W
11/13/2019,13:55:20,2406,2,off,35.303474426,-80.729553223,Green,Robinson Hall S
11/13/2019,13:55:24,2412,2,on,35.311645508,-80.730415344,Green,Student Health (Green) W
11/13/2019,13:55:30,2411,3,off,35.308048248,-80.730392456,Silver,Aux Services East
11/13/2019,13:55:32,2411,2,on,35.308048248,-80.730392456,Silver,Aux Services East
11/13/2019,13:55:47,2409,3,off,35.307117462,-80.725280762,Silver,Athletics Complex E
11/13/2019,13:56:02,2408,2,off,35.308124542,-80.732620239,Gold,Student Union W
11/13/2019,13:56:08,2403,1,off,35.301876068,-80.737075806,Gold,Robinson Hall N
11/13/2019,13:56:33,2410,2,on,35.30796051,-80.73475647,Silver,Woodward Hall East
11/13/2019,13:56:40,2409,8,on,35.306285858,-80.726387024,Silver,Athletics Complex E
11/13/2019,13:56:42,2406,2,off,35.304397583,-80.732673645,Green,Reese East
11/13/2019,13:56:42,2412,2,on,35.313529968,-80.73197937,Green,North Deck
11/13/2019,13:56:58,2408,4,on,35.308078766,-80.732696533,Gold,Student Union W
11/13/2019,13:57:17,2401,3,off,35.301078796,-80.735687256,Green,South Village Deck
11/13/2019,13:57:22,2403,11,on,35.301670074,-80.73664093,Gold,Robinson Hall N
11/13/2019,13:57:26,2403,1,off,35.301727295,-80.736763,Gold,Robinson Hall N
11/13/2019,13:57:41,2407,1,on,35.309387207,-80.741378784,Silver,EPIC S
11/13/2019,13:57:45,2401,8,on,35.301078796,-80.735679626,Green,South Village Deck
11/13/2019,13:57:45,2407,12,off,35.309391022,-80.741378784,Silver,EPIC S
11/13/2019,13:57:45,2410,1,off,35.308036804,-80.732780457,Silver,Student Union E
11/13/2019,13:57:59,2410,2,on,35.308036804,-80.732780457,Silver,Student Union E
11/13/2019,13:58:10,2409,1,on,35.308010101,-80.730415344,Silver,Athletics Complex E
11/13/2019,13:58:13,2409,4,off,35.308036804,-80.730499268,Silver,Athletics Complex E
11/13/2019,13:58:29,2407,1,off,35.310909271,-80.741477966,Silver,Grigg Hall W
11/13/2019,13:58:31,2407,1,on,35.310909271,-80.741477966,Silver,Grigg Hall W
11/13/2019,13:58:35,2402,16,on,35.312038422,-80.740646362,Silver,Lot 5A
11/13/2019,13:58:43,2403,1,on,35.301876068,-80.737358093,Gold,Robinson Hall N
11/13/2019,13:59:28,2411,7,off,35.310279846,-80.7266922,Silver,Martin Hall
11/13/2019,13:59:33,2409,7,off,35.308521271,-80.733970642,Silver,Athletics Complex E
11/13/2019,13:59:38,2411,11,on,35.310279846,-80.726722717,Silver,Martin Hall
11/13/2019,13:59:39,2401,1,on,35.302124023,-80.732704163,Green,Levine Hall E
11/13/2019,13:59:39,2407,7,off,35.312835693,-80.741104126,Silver,Motor Sports
11/13/2019,13:59:40,2409,10,on,35.308677673,-80.734336853,Silver,Athletics Complex E
11/13/2019,13:59:42,2406,3,off,35.301193237,-80.73576355,Green,South Village Deck
11/13/2019,13:59:51,2412,7,off,35.311920166,-80.733329773,Green,Wallis Hall W/Light Rail
11/13/2019,13:59:59,2412,13,on,35.311927795,-80.73336792,Green,Wallis Hall W/Light Rail
11/13/2019,14:00:01,2410,3,off,35.308010101,-80.730407715,Silver,Aux Services East
11/13/2019,14:00:13,2402,3,on,35.311466217,-80.742256165,Silver,Grigg Hall E
11/13/2019,14:00:49,2402,3,on,35.310539246,-80.743370056,Silver,EPIC N
11/13/2019,14:00:53,2407,4,off,35.311138153,-80.743057251,Silver,Portal W
11/13/2019,14:00:58,2411,2,off,35.308807373,-80.725074768,Silver,Lot 6
11/13/2019,14:01:04,2411,8,on,35.308811188,-80.725074768,Silver,Lot 6
11/13/2019,14:01:05,2401,2,off,35.303390503,-80.729446411,Green,Robinson Hall N
11/13/2019,14:01:32,2408,1,off,35.311706543,-80.733139038,Gold,Wallis Hall E/Light Rail
11/13/2019,14:01:35,2403,3,on,35.304180145,-80.732139587,Gold,Robinson Hall N
11/13/2019,14:01:39,2403,1,off,35.304470062,-80.732902527,Gold,Robinson Hall N
11/13/2019,14:01:48,2408,3,on,35.311710358,-80.733154297,Gold,Wallis Hall E/Light Rail
11/13/2019,14:01:59,2410,1,off,35.310253143,-80.72668457,Silver,Martin Hall
11/13/2019,14:02:11,2412,2,off,35.310241699,-80.736152649,Green,Belk Hall S
11/13/2019,14:02:13,2401,3,off,35.305110931,-80.728248596,Green,Cato Hall N
11/13/2019,14:02:13,2412,3,on,35.310241699,-80.736152649,Green,Belk Hall S
11/13/2019,14:02:15,2410,6,on,35.310253143,-80.72668457,Silver,Martin Hall
11/13/2019,14:02:24,2411,3,on,35.307178497,-80.725280762,Silver,Lot 5A
11/13/2019,14:02:26,2411,4,off,35.307178497,-80.725280762,Silver,Lot 5A
11/13/2019,14:02:33,2407,28,off,35.309410095,-80.744003296,Silver,CRI Deck
11/13/2019,14:03:08,2411,1,on,35.306346893,-80.726753235,Silver,East Deck 2
11/13/2019,14:03:14,2411,3,off,35.306346893,-80.726753235,Silver,East Deck 2
11/13/2019,14:03:29,2403,2,on,35.303199768,-80.728866577,Gold,Robinson Hall N
11/13/2019,14:03:43,2408,1,on,35.311580658,-80.730522156,Gold,Student Health E
11/13/2019,14:03:45,2410,2,on,35.308673859,-80.724975586,Silver,Lot 6
11/13/2019,14:03:49,2401,5,on,35.307575226,-80.729324341,Green,Fretwell N
11/13/2019,14:03:51,2401,4,off,35.307575226,-80.729324341,Green,Fretwell N
11/13/2019,14:03:57,2409,1,on,35.308750153,-80.735244751,Silver,Athletics Complex E
11/13/2019,14:04:00,2409,10,off,35.308750153,-80.735244751,Silver,Athletics Complex E
11/13/2019,14:04:05,2412,2,off,35.308021545,-80.73474884,Green,Woodward Hall East
11/13/2019,14:04:43,2403,3,off,35.304992676,-80.72782135,Gold,Cato Hall N
11/13/2019,14:04:45,2401,1,off,35.309036255,-80.72933197,Green,Hickory Hall North
11/13/2019,14:04:48,2411,6,off,35.307567596,-80.729286194,Silver,Fretwell N
11/13/2019,14:04:50,2410,2,off,35.307170868,-80.725318909,Silver,Lot 5A
11/13/2019,14:04:54,2411,6,on,35.307567596,-80.729286194,Silver,Fretwell N
11/13/2019,14:04:56,2410,1,on,35.307170868,-80.725318909,Silver,Lot 5A
11/13/2019,14:05:15,2409,4,off,35.308750153,-80.735244751,Silver,Athletics Complex E
11/13/2019,14:05:18,2402,6,on,35.309246063,-80.741104126,Silver,EPIC N
11/13/2019,14:05:24,2402,19,off,35.309246063,-80.741104126,Silver,EPIC N
11/13/2019,14:05:29,2412,5,off,35.308082581,-80.73274231,Green,Student Union E
11/13/2019,14:05:32,2408,4,off,35.307006836,-80.729469299,Gold,Fretwell S
11/13/2019,14:05:39,2407,2,on,35.311641693,-80.742446899,Silver,PORTAL East
11/13/2019,14:05:39,2412,12,on,35.30809021,-80.73274231,Green,Student Union E
11/13/2019,14:05:50,2406,22,on,35.301025391,-80.735580444,Green,South Village Deck
11/13/2019,14:05:53,2408,1,on,35.307006836,-80.729469299,Gold,Fretwell S
11/13/2019,14:06:27,2409,2,off,35.308750153,-80.735244751,Silver,Athletics Complex E
11/13/2019,14:06:28,2411,15,off,35.308109283,-80.732696533,Silver,Student Union W
11/13/2019,14:06:49,2407,12,on,35.312393188,-80.741729736,Silver,Duke Centennial Hall East
11/13/2019,14:06:51,2412,1,on,35.308059692,-80.730476379,Green,Aux Services East
11/13/2019,14:06:52,2406,2,on,35.302150726,-80.732757568,Green,Levine Hall E
11/13/2019,14:06:55,2412,2,off,35.308063507,-80.730476379,Green,Aux Services East
11/13/2019,14:06:56,2406,2,off,35.302158356,-80.732780457,Green,Levine Hall E
11/13/2019,14:07:00,2411,22,on,35.308109283,-80.732704163,Silver,Student Union W
11/13/2019,14:07:30,2410,5,off,35.307598114,-80.729301453,Silver,Fretwell N
11/13/2019,14:07:43,2409,1,off,35.308750153,-80.735244751,Silver,Athletics Complex E
11/13/2019,14:07:49,2403,1,on,35.307758331,-80.729598999,Gold,Fretwell N
11/13/2019,14:07:52,2403,1,off,35.307640076,-80.729278564,Gold,Fretwell N
11/13/2019,14:07:54,2402,4,off,35.309246063,-80.741104126,Silver,EPIC N
11/13/2019,14:07:56,2402,4,on,35.309246063,-80.741104126,Silver,EPIC N
11/13/2019,14:07:56,2408,2,on,35.305103302,-80.728118896,Gold,Cato Hall S
11/13/2019,14:08:17,2401,2,off,35.313537598,-80.731872559,Green,North Deck
11/13/2019,14:08:23,2401,4,on,35.313533783,-80.731872559,Green,North Deck
11/13/2019,14:08:25,2407,3,on,35.310977936,-80.741477966,Silver,Grigg Hall E
11/13/2019,14:08:27,2409,1,on,35.308750153,-80.735244751,Silver,Athletics Complex E
11/13/2019,14:08:30,2412,4,on,35.306949615,-80.729537964,Green,Fretwell S
11/13/2019,14:08:36,2412,16,off,35.306938171,-80.729530334,Green,Fretwell S
11/13/2019,14:08:42,2406,5,off,35.303497314,-80.729507446,Green,Robinson Hall N
11/13/2019,14:08:48,2408,1,off,35.303504944,-80.729515076,Gold,Robinson Hall S
11/13/2019,14:08:48,2410,3,off,35.308162689,-80.732643127,Silver,Student Union W
11/13/2019,14:08:58,2408,1,on,35.303504944,-80.729522705,Gold,Robinson Hall S
11/13/2019,14:09:19,2407,6,on,35.309894562,-80.741844177,Silver,EPIC N
11/13/2019,14:09:24,2402,4,off,35.309246063,-80.741104126,Silver,Martin Hall
11/13/2019,14:09:26,2402,7,on,35.309246063,-80.741104126,Silver,Martin Hall
11/13/2019,14:09:33,2409,1,on,35.308750153,-80.735244751,Silver,Athletics Complex E
11/13/2019,14:09:50,2406,1,on,35.30519104,-80.72832489,Green,Cato Hall N
11/13/2019,14:10:00,2406,8,off,35.305194855,-80.72832489,Green,Cato Hall N
11/13/2019,14:10:05,2403,10,off,35.309024811,-80.73462677,Gold,Student Union W
11/13/2019,14:10:28,2408,2,off,35.301956177,-80.733039856,Gold,Levine Hall W
11/13/2019,14:10:49,2411,14,off,35.309364319,-80.741348267,Silver,EPIC S
11/13/2019,14:10:56,2402,8,on,35.309246063,-80.741104126,Silver,Martin Hall
11/13/2019,14:11:01,2401,2,off,35.311946869,-80.733436584,Green,Wallis Hall W/Light Rail
11/13/2019,14:11:03,2401,4,on,35.311946869,-80.733436584,Green,Wallis Hall W/Light Rail
11/13/2019,14:11:34,2402,2,off,35.309246063,-80.741104126,Silver,Martin Hall
11/13/2019,14:11:38,2408,4,off,35.301208496,-80.735610962,Gold,Hunt Hall
11/13/2019,14:11:38,2412,2,off,35.303501129,-80.729431152,Green,Robinson Hall S
11/13/2019,14:11:43,2411,3,off,35.310943604,-80.741485596,Silver,Grigg Hall W
11/13/2019,14:11:46,2410,17,on,35.308128357,-80.73261261,Silver,Student Union W
11/13/2019,14:11:50,2406,9,off,35.307746887,-80.729515076,Green,Fretwell N
11/13/2019,14:11:53,2407,6,off,35.307964325,-80.73474884,Silver,Woodward Hall East
11/13/2019,14:11:57,2409,4,on,35.308750153,-80.735244751,Silver,Athletics Complex E
11/13/2019,14:12:16,2406,2,on,35.308063507,-80.729606628,Green,Fretwell N
11/13/2019,14:12:16,2408,15,on,35.301189423,-80.735626221,Gold,Hunt Hall
11/13/2019,14:13:04,2402,6,off,35.309246063,-80.741104126,Silver,Martin Hall
11/13/2019,14:13:09,2401,10,on,35.310218811,-80.736106873,Green,Belk Hall S
11/13/2019,14:13:11,2407,9,off,35.308086395,-80.73274231,Silver,Student Union E
11/13/2019,14:13:11,2411,4,off,35.312870026,-80.741035461,Silver,Motor Sports
11/13/2019,14:13:19,2407,11,on,35.308086395,-80.73274231,Silver,Student Union E
11/13/2019,14:13:24,2402,4,on,35.309246063,-80.741104126,Silver,Martin Hall
11/13/2019,14:13:39,2403,2,on,35.309539795,-80.736724854,Gold,Union Deck/Belk N
11/13/2019,14:14:18,2412,5,on,35.304355621,-80.73274231,Green,Reese East
11/13/2019,14:14:20,2412,6,off,35.304355621,-80.73274231,Green,Reese East
11/13/2019,14:14:25,2407,4,on,35.308063507,-80.730453491,Silver,Aux Services East
11/13/2019,14:14:29,2407,5,off,35.308063507,-80.730453491,Silver,Aux Services East
11/13/2019,14:14:40,2406,4,on,35.30809021,-80.729652405,Green,Fretwell N
11/13/2019,14:14:40,2409,13,on,35.308750153,-80.735244751,Silver,Athletics Complex E
11/13/2019,14:14:50,2402,3,on,35.309246063,-80.741104126,Silver,Martin Hall
11/13/2019,14:14:52,2402,11,off,35.309246063,-80.741104126,Silver,Martin Hall
11/13/2019,14:15:05,2401,1,off,35.307891846,-80.734809875,Green,Woodward Hall East
11/13/2019,14:15:11,2401,4,on,35.307891846,-80.734809875,Green,Woodward Hall East
11/13/2019,14:15:22,2403,2,off,35.311946869,-80.733795166,Gold,Wallis Hall E/Light Rail
11/13/2019,14:15:45,2403,9,on,35.311985016,-80.73387146,Gold,Wallis Hall E/Light Rail
11/13/2019,14:15:47,2407,1,off,35.309108734,-80.729240417,Silver,Hickory Hall North
11/13/2019,14:15:52,2406,1,on,35.30909729,-80.729454041,Green,Hickory Hall North
11/13/2019,14:15:54,2411,1,on,35.309429169,-80.744033813,Silver,CRI Deck
11/13/2019,14:16:00,2411,8,off,35.309429169,-80.744033813,Silver,CRI Deck
11/13/2019,14:16:11,2408,1,off,35.304294586,-80.73285675,Gold,Reese East
11/13/2019,14:16:13,2408,1,on,35.304294586,-80.73285675,Gold,Reese East
11/13/2019,14:16:18,2410,5,off,35.309341431,-80.74131012,Silver,EPIC S
11/13/2019,14:16:23,2407,3,off,35.310684204,-80.729194641,Silver,Student Health N
11/13/2019,14:16:30,2406,1,off,35.310653687,-80.729400635,Green,Student Health N
11/13/2019,14:16:31,2401,4,off,35.308036804,-80.732696533,Green,Student Union E
11/13/2019,14:16:32,2406,1,on,35.310691833,-80.729385376,Green,Student Health N
11/13/2019,14:16:32,2408,1,off,35.304298401,-80.73285675,Gold,Reese East
11/13/2019,14:16:42,2403,1,on,35.311798096,-80.731086731,Gold,Student Health E
11/13/2019,14:16:57,2409,1,off,35.308750153,-80.735244751,Silver,Athletics Complex E
11/13/2019,14:17:00,2409,3,on,35.308750153,-80.735244751,Silver,Athletics Complex E
11/13/2019,14:17:14,2410,3,off,35.310928345,-80.741493225,Silver,Grigg Hall W
